codigo_inep;nome_escola;municipio;codigo_ibge_municipio;uf;nre;endereco;bairro;cep;latitude;longitude;tipo_coordenada;dependencia_administrativa;rede_ensino;localizacao;situacao_funcionamento;etapas_ofertadas;fonte;ano_referencia;is_ccm;ano_inicio_ccm;status_ccm_atual;nome_original_edital
41000021;AGOSTINHO STEFANELLO E E EF;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1322607;-52.317238;EXATA_KML;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;True;2024;SIM;AGOSTINHO STEFANELLO E E CMEF
41000064;CHAPEUZINHO VERMELHO E M EI EF;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1312;-52.3189;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000072;CRISTIANO BARBON E M C EF;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1312;-52.3189;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000099;JOAO HONORIO LUIZ E M EI EF;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1312;-52.3189;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000102;JULIA WANDERLEY E M EI EF;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1312;-52.3189;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000129;MARISTELA E E EF;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1312;-52.3189;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000153;RAINHA DA PAZ C E EF M PROFIS;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1312;-52.3189;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000170;SANTA MARIA E E C EF;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1312;-52.3189;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000200;ALTO PARANA E M EI EF;Alto Paraná;4100608;PR;PARANAVAÍ ALTO PARANÁ;;;;-23.1312;-52.3189;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000226;CECILIA MEIRELES E M EF;Amaporã;4100905;PR;;;;;-23.0943;-52.7866;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000250;MENINO JESUS E M EI EF;Amaporã;4100905;PR;;;;;-23.0943;-52.7866;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000269;OLAVO BILAC C E EF M;Amaporã;4100905;PR;;;;;-23.0943;-52.7866;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000404;FLAVIO SARRAO E M PROF EI EF;Cruzeiro do Sul;4106704;PR;;;;;-22.9624;-52.1622;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000480;ROMARIO MARTINS C E DR EF M;Cruzeiro do Sul;4106704;PR;;;;;-22.9624;-52.1622;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000510;ANTONIO FRANCISCO DE SOUZA E M EF;Diamante do Norte;4107108;PR;;;;;-22.655;-52.8617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000625;REYNALDO MASSI C E E F M;Diamante do Norte;4107108;PR;;;;;-22.655;-52.8617;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000668;ARMANDO JOAO BATELOQUI E M EF;Guairaçá;4108908;PR;;;;;-22.932;-52.6906;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000757;HUMBERTO A C BRANCO C E EF M;Guairaçá;4108908;PR;;;;;-22.932;-52.6906;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000862;ANCHIETA E E PE EF;Inajá;4110300;PR;;;;;-22.7509;-52.1995;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000927;RIO BRANCO C E BAR DO EF M;Inajá;4110300;PR;;;;;-22.7509;-52.1995;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41000978;MACHADO DE ASSIS E E EF;Itaúna do Sul;4111308;PR;LOANDA ITAÚNA DO SUL;;;;-22.7289;-52.8874;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;True;2026;FUTURO_2026;MACHADO DE ASSIS E EEF
41001001;RUI BARBOSA C E EM;Itaúna do Sul;4111308;PR;LOANDA ITAÚNA DO SUL;;;;-22.7289;-52.8874;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001036;LUIZ T DA SILVA E M EF;Jardim Olinda;4112603;PR;;;;;-22.5523;-52.0503;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001044;MONTOIA C E PE EF M;Jardim Olinda;4112603;PR;;;;;-22.5523;-52.0503;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001060;AFONSO CAMARGO C E C M PRES EF M;Loanda;4113502;PR;LOANDA LOANDA;;;;-22.9336231;-53.1397903;EXATA_KML;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001150;ZULEIKA AP PETERSON E M PROFA EI EF;Loanda;4113502;PR;LOANDA LOANDA;;;;-22.9232;-53.1362;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001192;GUILHERME DE ALMEIDA C E EF M N;Loanda;4113502;PR;LOANDA LOANDA;;;;-22.9232;-53.1362;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001222;LAMARTINE R SOARES C E DR EF M;Loanda;4113502;PR;LOANDA LOANDA;;;;-22.9232;-53.1362;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;True;2026;FUTURO_2026;LAMARTINE R SOARES C E DREF M
41001230;MARIA DA GLORIA D AVIZ E M EI EF;Loanda;4113502;PR;LOANDA LOANDA;;;;-22.9232;-53.1362;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001249;NOVO HORIZONTE C EF M PROFIS;Loanda;4113502;PR;LOANDA LOANDA;;;;-22.9232;-53.1362;CENTROIDE_MUNICIPIO;Privada;Privada;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º), Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001257;PARANA C E E F PROFIS;Loanda;4113502;PR;LOANDA LOANDA;;;;-22.9232;-53.1362;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001281;SANTA EDWIGES E EI EF;Loanda;4113502;PR;LOANDA LOANDA;;;;-22.9232;-53.1362;CENTROIDE_MUNICIPIO;Privada;Privada;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º), Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001346;IZABEL C E PRINC EF M;Marilena;4115002;PR;;;;;-22.7336;-53.0402;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001370;NAYMI ABRAO NASSER E M EI EF;Marilena;4115002;PR;;;;;-22.7336;-53.0402;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001389;NELSON ANGELO RECH E M PE EI EF;Marilena;4115002;PR;;;;;-22.7336;-53.0402;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001400;CARLOS CHAGAS E M EI EF;Mirador;4115903;PR;;;;;-23.255;-52.7761;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001419;ELEODORO E PEREIRA E R M EI EF;Mirador;4115903;PR;;;;;-23.255;-52.7761;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Rural;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001427;PEDRO V P DE SOUZA C E EF M;Mirador;4115903;PR;;;;;-23.255;-52.7761;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001451;CAETANO M DA ROCHA C E DR EF M;Nova Aliança do Ivaí;4116505;PR;;;;;-23.1763;-52.6032;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001460;IRMA P R BOLETTA E M PROFA EF;Nova Aliança do Ivaí;4116505;PR;;;;;-23.1763;-52.6032;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001494;ARTHUR BERNARDES E M EI EF;Nova Londrina;4117107;PR;;;;;-22.7639;-52.9868;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001508;ARY J DRESCH C E EF M N PROFIS;Nova Londrina;4117107;PR;;;;;-22.7639;-52.9868;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001559;LUIZ FLAVIO RAVACHE E M PROF EI EF;Nova Londrina;4117107;PR;;;;;-22.7639;-52.9868;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001591;MONTEIRO LOBATO E M EI EF;Nova Londrina;4117107;PR;;;;;-22.7639;-52.9868;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001630;PEQUENO PRINCIPE C EI EF M;Nova Londrina;4117107;PR;;;;;-22.7639;-52.9868;CENTROIDE_MUNICIPIO;Privada;Privada;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º), Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001656;SANTA MONICA E M EI EF;Nova Londrina;4117107;PR;;;;;-22.7639;-52.9868;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001672;VALE DO TIGRE C E C M EF M;Nova Londrina;4117107;PR;;;;;-22.7646703;-52.988266;EXATA_KML;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001737;ESCOLA VICENTINA NOSSA SENHORA APARECIDA;Paraíso do Norte;4118006;PR;;;;;-23.2824;-52.6054;CENTROIDE_MUNICIPIO;Privada;Privada;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º), Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001745;PARAISO DO NORTE C E EF M N;Paraíso do Norte;4118006;PR;;;;;-23.2824;-52.6054;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001753;27 DE NOVEMBRO E M EI EF;Paraíso do Norte;4118006;PR;;;;;-23.2824;-52.6054;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001826;EURIPEDES PREGIDIO E M PROF EI EF;Paranacity;4118105;PR;;;;;-22.9297;-52.1549;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001834;LIGIA BORTOLETTO E M EI EF;Paranacity;4118105;PR;;;;;-22.9297;-52.1549;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001869;ANTONIO TORTATO C E EM N PROFIS;Paranacity;4118105;PR;;;;;-22.9297;-52.1549;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001877;SANTOS DUMONT C E EF M;Paranacity;4118105;PR;;;;;-22.9297;-52.1549;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001893;LYSIMACO F DA COSTA C E EF M;Paranapoema;4118303;PR;;;;;-22.6412;-52.0905;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001907;MARIA E A IWASSE E M PROFA EF;Paranapoema;4118303;PR;;;;;-22.6412;-52.0905;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41001940;ADELIA ROSSI ARNALDI C E C EF M;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002024;BENTO M DA R NETO C E PROF EF M PROFIS;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002067;CLEMENTE NIEHUES E M C EI EF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002083;CURITIBA C E EF M;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002091;DACIA F FORTES E M EI EF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002113;ELZA GRASSIOTTO CASELLI E M PROFA EIEF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002130;ENIRA MORAES RIBEIRO C E EF M PROFIS;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002148;FLAUZINA DIAS VIEGAS C E C M EF M;Paranavaí;4118402;PR;;;;;-23.0589765;-52.4672829;EXATA_KML;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002164;ESCOLA DE EDUCACAO BASICA FUNDACAO BRADESCO;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Privada;Privada;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º), Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002172;GETULIO VARGAS E M EI EF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002180;HERMETO BOTELHO E M EF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002202;COLEGIO INTENTUS - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL E MEDIO;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Privada;Privada;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º), Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002229;EDITH EBINER ECKERT E M C PROFA EI EF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Rural;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002237;JAYME CANET E M EI EF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002261;JOSE DE ANCHIETA C E C EF M;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002296;LEONEL FRANCA C E C M EF M PROFIS;Paranavaí;4118402;PR;;;;;-23.0797706;-52.469032;EXATA_KML;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002318;MANDIOCABA E E C DE EF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002326;MARINS A DE CAMARGO C E DR EF M PROFIS;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Estadual;Pública Estadual;Urbana;EM_ATIVIDADE;Anos Finais (6º-9º), Ensino Médio;INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
41002334;NEUSA PEREIRA BRAGA E M EI EF;Paranavaí;4118402;PR;;;;;-23.0816;-52.4617;CENTROIDE_MUNICIPIO;Municipal;Pública Municipal;Urbana;EM_ATIVIDADE;Anos Iniciais (1º-5º);INEP - Censo Escolar 2023, SEED-PR Editais 2020-2025, SEED-PR KML, IBGE;2023;False;;NAO_CCM;
